id,title,company,location,salary_min,salary_max,created,category,description,salary_avg
5637277767,Assets Configuration Engineer,UGL,"New South Wales, Australia",,,2026-02-20,Engineering Jobs,"This is a Assets Configuration Engineer role with UGL based in NSW, AU  UGL  Role Seniority - mid level More about the Assets Configuration Engineer role at UGL Company Overview UGL is a diversified services company delivering critical assets and essential services that sustain and enhance our living environment. We provide a broad range of services and whole-of-life solutions for various industries, utilizing sustainable and innovative technologies. UGL Regional Linx (UGLRL) is a subsidiary of…",0.0
5637247933,Software Engineer - Frontend,SafetyCulture,"The Rocks, Sydney",,,2026-02-20,IT Jobs,"This is a Software Engineer - Frontend role with SafetyCulture based in Sydney, NSW, AU  SafetyCulture  Role Seniority - mid level More about the Software Engineer - Frontend role at SafetyCulture SafetyCulture is a global technology company that is helping to transform workplaces around the world. After witnessing the tragedy of workplace incidents as a private investigator, SafetyCulture Founder Luke Anear recruited a team to help him develop a mobile solution for frontline workers. What we h…",0.0
5637347998,Senior Network Engineer,Data#3,"New South Wales, Australia",,,2026-02-20,IT Jobs,"This is a Senior Network Engineer role with Data3 based in NSW, AU  Data3  Role Seniority - senior More about the Senior Network Engineer role at Data3 Senior Network Engineer Data3 is partnering with a major client in the manufacturing industry to recruit a highly skilled Senior Network Engineer to lead their Network Services function. This is a key role responsible for driving the performance, reliability, and evolution of enterprise network and unified communications systems across corporate…",0.0
5637373399,Application Support Engineer,Plenti,"The Rocks, Sydney",,,2026-02-20,IT Jobs,"This is a Application Support Engineer role with Plenti based in Sydney, NSW, AU  Plenti  Role Seniority - mid level More about the Application Support Engineer role at Plenti Who is Plenti? Plenti is a fintech lender, providing faster, fairer loans by leveraging its smart technology. Plenti is a dynamic and innovative business that is growing strongly. By continuing to deliver better customer experiences, Plenti is taking market share from incumbent players in the personal lending, renewable e…",0.0
5637249638,WFM Solution Engineer,NICE,"The Rocks, Sydney",,,2026-02-20,IT Jobs,"This is a WFM Solution Engineer role with NICE based in Sydney, NSW, AU  NICE  Role Seniority - mid level, senior More about the WFM Solution Engineer role at NICE At NiCE, we don’t limit our challenges. We challenge our limits. Always. We’re ambitious. We’re game changers. And we play to win. We set the highest standards and execute beyond them. And if you’re like us, we can offer you the ultimate career opportunity that will light a fire within you. So, what’s the role all about? As a WFM Sol…",0.0
5637144348,Senior Data Engineer,Slyp,"The Rocks, Sydney",,,2026-02-20,IT Jobs,"This is a Senior Data Engineer role with Slyp based in Sydney, NSW, AU  Slyp  Role Seniority - senior More about the Senior Data Engineer role at Slyp Company Description Slyp is Australia's only independent startup backed by all four major banks. Our mission is to bring brands and their customers closer together through our award-winning transaction enrichment platform. By connecting SKU-level receipt data to the identity of the buyer, we empower retailers with unique data-driven engagement op…",0.0
5637273020,Software Engineer II,Microsoft,"The Rocks, Sydney",,,2026-02-20,IT Jobs,"This is a Software Engineer II role with Microsoft based in Sydney, NSW, AU  Microsoft  Role Seniority - mid level More about the Software Engineer II role at Microsoft Overview The Azure Core Storage team delivers the Storage Virtualization platform for Azure Virtual Machines, handling trillions of input/output operations every day across hundreds of datacenters and thousands of clusters worldwide. We own the entire software stack on Azure hosts, which manages virtual machine input/output oper…",0.0
5637268923,Lead Support Engineer,Cuscal Limited,"The Rocks, Sydney",,,2026-02-20,IT Jobs,"This is a Lead Support Engineer role with Cuscal Limited based in Sydney, NSW, AU  Cuscal Limited  Role Seniority - mid level More about the Lead Support Engineer role at Cuscal Limited Company Description Forward with Cuscal At Cuscal, we’re not just shaping the future of payments - we’re pioneering it. From launching Australia’s first ATM to being the first certified NPP PayTo Payer and Initiator in 2022, we’ve spent over 59 years building solutions that millions of Australians rely on every …",0.0
5637277909,Staff Engineer - Frontend,Culture Amp,"The Rocks, Sydney",,,2026-02-20,IT Jobs,"This is a Staff Engineer - Frontend role with Culture Amp based in Sydney, NSW, AU  Culture Amp  Role Seniority - senior, director More about the Staff Engineer - Frontend role at Culture Amp Join us on our mission to make a better world of work. Culture Amp is the world’s leading employee experience platform, revolutionizing how 25 million employees across more than 6,500 companies create a better world of work. Culture Amp empowers companies of all sizes and industries to transform employee e…",0.0
5637742070,Senior Engineer | STAR,ARUP,"The Rocks, Sydney",,,2026-02-20,Engineering Jobs,"This is a Senior Engineer | STAR role with ARUP based in Sydney, NSW, AU  ARUP  Role Seniority - senior More about the Senior Engineer | STAR role at ARUP Joining Arup Arup’s purpose, shared values and collaborative approach has set us apart for over 75 years, guiding how we shape a better world. This role focuses on structural engineering for existing buildings, including advanced analysis, on-site condition assessments, and the design of repairs and strengthening works. You will work on typic…",0.0
5640854416,Senior Software Engineer,Microsoft,"The Rocks, Sydney",,,2026-02-22,IT Jobs,"This is a Senior Software Engineer role with Microsoft based in Sydney, NSW, AU  Microsoft  Role Seniority - senior More about the Senior Software Engineer role at Microsoft Overview Are you excited about the possibility of working on the largest Cloud Storage service in the world? Azure Storage team is chartered with building, managing and running the Persistent Cloud Storage for Microsoft Azure Cloud. Azure Storage consists of a Storage Platform which currently powers five different storage s…",0.0
5637277815,Senior Software Engineer,ResMed,"The Rocks, Sydney",,,2026-02-20,IT Jobs,"This is a Senior Software Engineer role with ResMed based in Sydney, NSW, AU  ResMed  Role Seniority - senior More about the Senior Software Engineer role at ResMed Global Technology Solutions (GTS) at ResMed is a division dedicated to creating innovative, scalable, and secure platforms and services for patients, providers, and people across ResMed. The primary goal of GTS is to accelerate well-being and growth by transforming the core, enabling patient, people, and partner outcomes, and buildi…",0.0
5637583915,Senior Software Engineer,ResMed,"The Rocks, Sydney",,,2026-02-20,IT Jobs,"This is a Senior Software Engineer role with ResMed based in Sydney, NSW, AU  ResMed  Role Seniority - senior More about the Senior Software Engineer role at ResMed At Resmed, we are changing lives with every breath – improve patient quality of life, prevent chronic disease progression and reduce healthcare system costs. Our mission is to delight Resmed's developer community with an opinionated, yet empathetic developer experience that avoids surprise, is a joy to use, and abstracts the complex…",0.0
5637233541,Junior AI Engineer,Lendi Group,"The Rocks, Sydney",,,2026-02-20,IT Jobs,"This is a Junior AI Engineer role with Lendi Group based in Sydney, NSW, AU  Lendi Group  Role Seniority - junior More about the Junior AI Engineer role at Lendi Group Company Description Lendi Group is a market-leading digital platform business focused on transforming the home loan industry. It operates the country’s 1 retail mortgage broker – the iconic Aussie Home Loans franchise – and the Australia’s 1 digital mortgage brand, Lendi. Together, with its national network of 1,300 brokers and 2…",0.0
5637583996,Software Engineer (DevOps),Heidi Health,"Mortlake, Canada Bay Area",,,2026-02-20,IT Jobs,"This is a Software Engineer (DevOps) role with Heidi Health based in Concord, NSW, AU  Heidi Health  Role Seniority - mid level More about the Software Engineer (DevOps) role at Heidi Health Who We Are Healthcare needs a better rhythm: one that keeps care continuous and deeply human. Heidi is building an AI Care Partner that works alongside clinicians to make that possible. We’re a team of doctors, engineers, designers, researchers, and creatives building tools that help clinicians stay focused…",0.0
5637761468,Field Operations Engineer,Anduril Industries,"The Rocks, Sydney",,,2026-02-20,Engineering Jobs,"This is a Field Operations Engineer role with Anduril Industries based in Sydney, NSW, AU  Anduril Industries  Role Seniority - mid level More about the Field Operations Engineer role at Anduril Industries Anduril Industries is a defense technology company with a mission to transform U.S. and allied military capabilities with advanced technology. By bringing the expertise, technology, and business model of the 21st century’s most innovative companies to the defense industry, Anduril is changing…",0.0
5640835232,Senior Engineer - Insights,Culture Amp,"The Rocks, Sydney",,,2026-02-22,Engineering Jobs,"This is a Senior Engineer - Insights role with Culture Amp based in Sydney, NSW, AU  Culture Amp  Role Seniority - senior More about the Senior Engineer - Insights role at Culture Amp Join us on our mission to make a better world of work. Culture Amp is the world’s leading employee experience platform, revolutionizing how 25 million employees across more than 6,500 companies create a better world of work. Culture Amp empowers companies of all sizes and industries to transform employee engagemen…",0.0
5637383948,Senior iOS Engineer,Trideca,"The Rocks, Sydney",,,2026-02-20,IT Jobs,"This is a Senior iOS Engineer role with Trideca based in Sydney, NSW, AU  Trideca  Role Seniority - mid level, senior More about the Senior iOS Engineer role at Trideca About Trideca Trideca is Australia's trusted strategy, AI, and digital transformation partner - helping some of the nation's largest enterprises (including NAB, Suncorp, Optus, Medibank, and AGL) drive meaningful business impact through technology. With offices in Melbourne and Sydney and projects spanning multiple industries, w…",0.0
5637144427,DBT Data Engineer,XPT Software,"The Rocks, Sydney",,,2026-02-20,IT Jobs,"This is a DBT Data Engineer role with XPT Software based in Sydney, NSW, AU  XPT Software  Role Seniority - junior, mid level More about the DBT Data Engineer role at XPT Software DBT (must have) AWS RDS - MYSQL database (strong SQL skill) Has datawarehousing experience (must have) Familiar with Apache DevLake and Grafana application (advantage) Familiar with CI/CD pipeline (Jenkins), phyton, code versioning Show more Show less Before we jump into the responsibilities of the role. No matter wha…",0.0
5637442394,"Solutions Engineer, Sydney",Notion,"The Rocks, Sydney",,,2026-02-20,IT Jobs,"This is a Solutions Engineer, Sydney role with Notion based in Sydney, NSW, AU  Notion  Role Seniority - mid level More about the Solutions Engineer, Sydney role at Notion About Us: Notion helps you build beautiful tools for your life's work. In today's world of endless apps and tabs, Notion provides one place for teams to get everything done, seamlessly connecting docs, notes, projects, calendar, and email—with AI built in to find answers and automate work. Millions of users, from individuals …",0.0
5639222235,Senior DevOps Engineer,NSW Health,"The Rocks, Sydney",,,2026-02-21,IT Jobs,"This is a Senior DevOps Engineer role with NSW Health based in Sydney, NSW, AU  NSW Health  Role Seniority - senior More about the Senior DevOps Engineer role at NSW Health Senior DevOps Engineer (Managed Compute) (Health Manager Level 4) Permanent Full Time Opportunity Hybrid flexibility for work-life balance | Chatswood, St Leonards, Charlestown Attractive salary, up to $175,917  12% Super  17.5% annual leave loading Accrue 12 extra days off per year  4 weeks annual leave Increase your take-h…",0.0
5637159773,Senior Solutions Engineer,Clio,"The Rocks, Sydney",,,2026-02-20,IT Jobs,"This is a Senior Solutions Engineer role with Clio based in Sydney, NSW, AU  Clio  Role Seniority - senior More about the Senior Solutions Engineer role at Clio Clio is the global leader in legal AI technology, empowering legal professionals and law firms of every size to work smarter, faster, and more securely. We are transforming the legal experience for all by bettering the lives of legal professionals while increasing access to justice . Summary: We’re looking for a Senior Solutions Enginee…",0.0
5637159728,Security Engineer (DevSecOps),Q-CTRL,"The Rocks, Sydney",,,2026-02-20,IT Jobs,"This is a Security Engineer (DevSecOps) role with Q-CTRL based in Sydney, NSW, AU  Q-CTRL  Role Seniority - graduate, junior More about the Security Engineer (DevSecOps) role at Q-CTRL About us Founded in 2017, Q-CTRL has grown to become the global leader in quantum. We’re using control to solve the hardest problems facing quantum technology, improving hardware performance and accelerating pathways to useful quantum computers and other technologies. As a product-led company, we bring together d…",0.0
5637657137,Senior Software Engineer,Leonardo.ai,"The Rocks, Sydney",,,2026-02-20,IT Jobs,"This is a Senior Software Engineer role with Leonardo.ai based in Sydney, NSW, AU  Leonardo.ai  Role Seniority - senior More about the Senior Software Engineer role at Leonardo.ai Join the revolution at Leonardo.Ai At Leonardo.Ai, we’re on a mission to unleash the world’s creativity through cutting-edge generative AI. We're an Australian startup building tools that reimagine how people design, create, and tell stories, and we’re just getting started. Over 30 million users worldwide use Leonardo…",0.0
5637716412,Software Engineer (QA),Cuscal Limited,"The Rocks, Sydney",,,2026-02-20,IT Jobs,"This is a Software Engineer (QA) role with Cuscal Limited based in Sydney, NSW, AU  Cuscal Limited  Role Seniority - junior, mid level More about the Software Engineer (QA) role at Cuscal Limited Company Description Forward with Cuscal At Cuscal, we’re not just shaping the future of payments - we’re pioneering it. From launching Australia’s first ATM to being the first certified NPP PayTo Payer and Initiator in 2022, we’ve spent over 59 years building solutions that millions of Australians rely…",0.0
5639200913,Senior Pega Engineer,ING,"The Rocks, Sydney",,,2026-02-21,IT Jobs,"This is a Senior Pega Engineer role with ING based in Sydney, NSW, AU  ING  Role Seniority - senior More about the Senior Pega Engineer role at ING At ING Australia, you will have the chance to build a career as unique as you are, with the global scale, support, inclusive culture, and technology to become the best version of you. ING Australia is seeking a Senior Pega Engineer to lead the design and implementation of scalable, secure, and efficient workflow solutions using Pega technology. This…",0.0
5637712378,Software Engineer II,Microsoft,"The Rocks, Sydney",,,2026-02-20,IT Jobs,"This is a Software Engineer II role with Microsoft based in Sydney, NSW, AU  Microsoft  Role Seniority - mid level More about the Software Engineer II role at Microsoft Overview The Azure Portal empowers millions of developers and IT professionals worldwide to deploy, manage, and monitor their cloud applications with ease. As part of the Azure Portal team, you will create cutting-edge solutions that make a direct impact on how businesses run their cloud infrastructure. Your work will shape the …",0.0
5637150654,Lead Data Engineer,Macquarie University,"North Ryde, Ryde Area",,,2026-02-20,IT Jobs,"This is a Lead Data Engineer role with Macquarie University based in North Ryde, NSW, AU  Macquarie University  Role Seniority - mid level More about the Lead Data Engineer role at Macquarie University PRIMARY DETAIL $142,838 to $150,860 (HEW Level 9) plus 17% employer’s superannuation contribution and annual leave loading Hybrid Working | Positive, team-oriented work environment Based at Macquarie University, Wallumattagal Campus, North Ryde Macquarie University is hiring for a Lead Data Engin…",0.0
5639215818,Front End Engineer,ASX,"The Rocks, Sydney",,,2026-02-21,IT Jobs,"This is a Front End Engineer role with ASX based in Sydney, NSW, AU  ASX  Role Seniority - graduate, junior More about the Front End Engineer role at ASX ASX: Powering Australia's financial markets Why join the ASX? When you join ASX, you’re joining a company with a strong purpose – to power a stronger economic future by enabling a fair and dynamic marketplace for all. In your new role, you’ll be part of a leading global securities exchange with a strong brand. We are known for being a trusted …",0.0
5637657122,AWS Data Engineer,Accenture,"The Rocks, Sydney",,,2026-02-20,IT Jobs,"This is a AWS Data Engineer role with Accenture based in Sydney, NSW, AU  Accenture  Role Seniority - mid level, senior More about the AWS Data Engineer role at Accenture Great humans needed. Combine the best of your ingenuity and Cloud technologies to build a better world and manage clients towards change. Join us and do extraordinary things. About Accenture We work with one shared purpose: to deliver on the promise of technology and human ingenuity. Every day, more than 791,000 of us help our…",0.0
5637583881,Identity Platform Engineer,Suncorp Group,"The Rocks, Sydney",,,2026-02-20,IT Jobs,"This is a Identity Platform Engineer role with Suncorp Group based in Sydney, NSW, AU  Suncorp Group  Role Seniority - mid level More about the Identity Platform Engineer role at Suncorp Group Work on cutting-edge IAM solutions that impact thousands of users Enjoy flexible work arrangements and a strong focus on work-life balance. Brisbane / Sydney / Melbourne About The Role Join our Customer Identity and Access Management team to design and deliver secure authentication solutions using Ping (F…",0.0
5637583947,Senior Network Engineer,Endeavour Group,"The Rocks, Sydney",,,2026-02-20,IT Jobs,"This is a Senior Network Engineer role with Endeavour Group based in Sydney, NSW, AU  Endeavour Group  Role Seniority - senior More about the Senior Network Engineer role at Endeavour Group About Us Let’s create a more sociable future together At Endeavour, we’re totally into what we do. With a portfolio that includes Dan Murphy’s, BWS, ALH Hotels, Pinnacle Drinks and more, we love to bring people together. Together we share our passion for our products and industry; it’s what inspires us to dr…",0.0
5637217601,Lead Systems Engineer,Q-CTRL,"The Rocks, Sydney",,,2026-02-20,IT Jobs,"This is a Lead Systems Engineer role with Q-CTRL based in Sydney, NSW, AU  Q-CTRL  Role Seniority - senior More about the Lead Systems Engineer role at Q-CTRL About the team The Sensing Engineering team at Q-CTRL transforms quantum research into deployable technologies that address real-world problems. We design, build, and field-validate an array of quantum sensors that support our key products, including Ironestone Opal - our solution for GPS-denied navigation. You don’t need a background in …",0.0
5637148330,Principal Software Engineer,Commonwealth Bank,"The Rocks, Sydney",,,2026-02-20,IT Jobs,"This is a Principal Software Engineer role with Commonwealth Bank based in Sydney, NSW, AU  Commonwealth Bank  Role Seniority - senior More about the Principal Software Engineer role at Commonwealth Bank Principal Software Engineer – Contact Centre Transformation Full Stack | Cloud | Enterprise Platforms Our Vision We are embarking on a major engineering transformation with a strong focus on Full Stack Engineering, cloud-native platforms, and DevSecOps excellence . Together, we’re building tomo…",0.0
5637185228,Lead Security Engineer,Q-CTRL,"The Rocks, Sydney",,,2026-02-20,IT Jobs,"This is a Lead Security Engineer role with Q-CTRL based in Sydney, NSW, AU  Q-CTRL  Role Seniority - senior More about the Lead Security Engineer role at Q-CTRL About the team At Q-CTRL, Quantum Computing Engineering is a global team of software engineers and infrastructure experts,combining deep technical expertise with a startup mindset to deliver real impact through software innovation. Our work is underpinned by robust standards, and by embracing the three virtues. Our team excels in areas …",0.0
5637758982,Senior Software Engineer,Freelancer.com,"The Rocks, Sydney",,,2026-02-20,IT Jobs,"This is a Senior Software Engineer role with Freelancer.com based in Sydney, NSW, AU  Freelancer.com  Role Seniority - senior More about the Senior Software Engineer role at Freelancer.com We are growing our engineering team and on the lookout for new senior software engineers to take our company to the next level. This won't be your typical cog-in-the-machine type of job. If you're a high achiever with talent, looking for something more than a boring job in corporate, want to work with the bes…",0.0
5637144489,Senior Data Engineer,Neara,"The Rocks, Sydney",,,2026-02-20,IT Jobs,"This is a Senior Data Engineer role with Neara based in Sydney, NSW, AU  Neara  Role Seniority - senior More about the Senior Data Engineer role at Neara Imagine preventing wildfires before they start, or ensuring power grids stay resilient during extreme weather. That’s the real-world impact we create every day at Neara. We build 3D physics-enabled digital twins of critical infrastructure networks that help utilities and infrastructure companies run scenarios, assess risks, and make smarter de…",0.0
5637159774,Engineering Team Lead,Plenti,"The Rocks, Sydney",,,2026-02-20,IT Jobs,"This is a Engineering Team Lead role with Plenti based in Sydney, NSW, AU  Plenti  Role Seniority - mid level More about the Engineering Team Lead role at Plenti Who is Plenti? Plenti is a fintech lender, providing faster, fairer loans by leveraging its smart technology. Plenti is a dynamic and innovative business that is growing strongly. By continuing to deliver better customer experiences, Plenti is taking market share from incumbent players in the personal lending, renewable energy, and aut…",0.0
5637758816,Senior DevOps Engineer,ubank,"The Rocks, Sydney",,,2026-02-20,IT Jobs,"This is a Senior DevOps Engineer role with ubank based in Sydney, NSW, AU  ubank  Role Seniority - senior More about the Senior DevOps Engineer role at ubank About Us At Ubank, we empower the digital generation to achieve financial success. Think of us as your daily money companion, offering a unified view of your finances with smart features and real-time insights. Save more, track spending, and achieve home ownership faster with Ubank. We’re looking for a highly experienced Senior DevOps Engi…",0.0
5637150636,Software Engineering Manager,Freelancer.com,"The Rocks, Sydney",,,2026-02-20,IT Jobs,"This is a Software Engineering Manager role with Freelancer.com based in Sydney, NSW, AU  Freelancer.com  Role Seniority - mid level More about the Software Engineering Manager role at Freelancer.com We are on the lookout for a software engineering manager to lead teams of engineers to take our company to the next level. This won't be your typical cog-in-the-machine type of job. If you're a high achiever with talent, looking for something more than a boring job in a corporate environment, want …",0.0
5637620671,"Manager, Software Engineering",ResMed,"The Rocks, Sydney",,,2026-02-20,IT Jobs,"This is a Manager, Software Engineering role with ResMed based in Sydney, NSW, AU  ResMed  Role Seniority - senior More about the Manager, Software Engineering role at ResMed Are you passionate about leading high-performing teams to build innovative software products that drive real value? Join our dynamic Product Development division as a Manager, Software Engineering and play a pivotal role in designing and delivering technology solutions that serve both our business and our customers. About …",0.0
5637150773,Senior Software Engineer,Plenti,"The Rocks, Sydney",,,2026-02-20,IT Jobs,"This is a Senior Software Engineer role with Plenti based in Sydney, NSW, AU  Plenti  Role Seniority - senior More about the Senior Software Engineer role at Plenti Who is Plenti? Plenti is a fintech lender, providing faster, fairer loans by leveraging its smart technology. Plenti is a dynamic and innovative business that is growing strongly. By continuing to deliver better customer experiences, Plenti is taking market share from incumbent players in the personal lending, renewable energy, and …",0.0
5643123686,Software Engineer 2,Microsoft,"The Rocks, Sydney",,,2026-02-24,IT Jobs,"This is a Software Engineer 2 role with Microsoft based in Sydney, NSW, AU  Microsoft  Role Seniority - mid level More about the Software Engineer 2 role at Microsoft Overview The Azure Core Trusted Platform team safeguards Microsoft’s foundational cloud infrastructure by ensuring that our engineering systems, services, and workflows meet the highest bars for security, privacy, and regulatory compliance. Microsoft runs on trust, and we build the platform‑level capabilities that make safe‑by‑def…",0.0
5637278825,Senior Electronics Engineer,Q-CTRL,"The Rocks, Sydney",,,2026-02-20,Engineering Jobs,"This is a Senior Electronics Engineer role with Q-CTRL based in Sydney, NSW, AU  Q-CTRL  Role Seniority - senior More about the Senior Electronics Engineer role at Q-CTRL About us Founded in 2017, Q-CTRL has grown to become the global leader in quantum. We’re using control to solve the hardest problems facing quantum technology, improving hardware performance and accelerating pathways to useful quantum computers and other technologies. As a product-led company, we bring together diverse teams s…",0.0
5637277806,Engineering And Maintenance Manager,Kraft Heinz,"Tatton, Wagga Wagga",,,2026-02-20,Engineering Jobs,"This is a Engineering And Maintenance Manager role with Kraft Heinz based in Wagga Wagga, NSW, AU  Kraft Heinz  Role Seniority - mid level More about the Engineering And Maintenance Manager role at Kraft Heinz Maintenance Manager Opportunity to grow your career in Engineering & Maintenance Collaborative and dynamic work environment Located in Wagga Wagga, New South Wales (Regional) Grow your Engineering & Maintenance career in a management role! Are you looking to grow your career in Engineerin…",0.0
5637185530,Staff Software Engineer,Anduril Industries,"The Rocks, Sydney",,,2026-02-20,Engineering Jobs,"This is a Staff Software Engineer role with Anduril Industries based in Sydney, NSW, AU  Anduril Industries  Role Seniority - senior More about the Staff Software Engineer role at Anduril Industries Anduril Industries is a defense technology company with a mission to transform U.S. and allied military capabilities with advanced technology. By bringing the expertise, technology, and business model of the 21st century’s most innovative companies to the defense industry, Anduril is changing how mi…",0.0
5640841549,Asset Engineering Manager,WaterNSW,"Newcastle Region, New South Wales",,,2026-02-22,Engineering Jobs,"This is a Asset Engineering Manager role with WaterNSW based in Newcastle, NSW, AU  WaterNSW  Role Seniority - mid level, senior More about the Asset Engineering Manager role at WaterNSW Ready to make a splash in your career? WaterNSW is seeking an experienced Asset Engineering Manager (Full-Time, Permanent) to join our Built Infrastructure team. This is an opportunity to work with an essential organisation creating a more sustainable future for the state. This role provides the opportunity to …",0.0
5640814146,Platform Engineering Manager,Reserve Bank of Australia,"The Rocks, Sydney",,,2026-02-22,IT Jobs,"This is a Platform Engineering Manager role with Reserve Bank of Australia based in Sydney, NSW, AU  Reserve Bank of Australia  Role Seniority - mid level, senior More about the Platform Engineering Manager role at Reserve Bank of Australia Permanent Opportunity Hybrid Work Environment Develop your career in Platform Engineering supporting national critical systems About the Role As the Platform Engineering Manager at the Reserve Bank of Australia (RBA), you will lead teams responsible for the …",0.0
5637146329,Senior Platform Engineer,Cuscal Limited,"The Rocks, Sydney",,,2026-02-20,IT Jobs,"This is a Senior Platform Engineer role with Cuscal Limited based in Sydney, NSW, AU  Cuscal Limited  Role Seniority - senior More about the Senior Platform Engineer role at Cuscal Limited Company Description Forward with Cuscal At Cuscal, we’re not just shaping the future of payments - we’re pioneering it. From launching Australia’s first ATM to being the first certified NPP PayTo Payer and Initiator in 2022, we’ve spent over 60 years building solutions that millions of Australians rely on eve…",0.0
5637235936,Senior Node Engineer,Checkbox,"The Rocks, Sydney",,,2026-02-20,IT Jobs,"This is a Senior Node Engineer role with Checkbox based in Sydney, NSW, AU  Checkbox  Role Seniority - senior More about the Senior Node Engineer role at Checkbox The Company Checkbox is a 14x award-winning technology start-up with a mission to empower anyone to build software. This is important to us because with our rapidly digitising world, we believe the power of digital creation needs to be accessible to everyone, not just IT teams. Seeing non-technical users surprisingly delighted when th…",0.0
5637277922,Senior Software Engineer,Anduril Industries,"The Rocks, Sydney",,,2026-02-20,Engineering Jobs,"This is a Senior Software Engineer role with Anduril Industries based in Sydney, NSW, AU  Anduril Industries  Role Seniority - senior More about the Senior Software Engineer role at Anduril Industries Anduril Industries is a defense technology company with a mission to transform U.S. and allied military capabilities with advanced technology. By bringing the expertise, technology, and business model of the 21st century’s most innovative companies to the defense industry, Anduril is changing how …",0.0
5637159778,Data Engineer - GCP,Ingrity,"The Rocks, Sydney",,,2026-02-20,IT Jobs,"This is a Data Engineer - GCP role with Ingrity based in Sydney, NSW, AU  Ingrity  Role Seniority - mid level More about the Data Engineer - GCP role at Ingrity Are you a talented GCP Data Engineer with a passion for data and a commitment to delivering value? Join our esteemed team at INGRITY, where your expertise as a GCP Data Engineer (mid level) will be crucial for serving our clients. At INGRITY Imagine the Impossible: It's not just an aspiration for our clients; we expect the same from our…",0.0
5643120442,Customer Experience Engineer,Microsoft,"The Rocks, Sydney",,,2026-02-24,Engineering Jobs,"This is a Customer Experience Engineer role with Microsoft based in Sydney, NSW, AU  Microsoft  Role Seniority - mid level, senior More about the Customer Experience Engineer role at Microsoft Overview Microsoft’s mission is to empower every person and every organization on the planet to achieve more. As employees we come together with a growth mindset, innovate to empower others, and collaborate to realize our shared goals. Each day we build on our values of respect, integrity, and accountabil…",0.0
5637219377,Software Engineering II,Microsoft,"The Rocks, Sydney",,,2026-02-20,IT Jobs,"This is a Software Engineering II role with Microsoft based in Sydney, NSW, AU  Microsoft  Role Seniority - mid level, senior More about the Software Engineering II role at Microsoft Overview Azure Resource Graph’s (ARG part of ARM/Azure Control plane) mission is to Reliably organize the planet-scale cloud inventory and making it accessible to every Azure customer through scalable, and performant tools. ARG is the Inventory of cloud resources, dependencies, services, apps & Azure metadata and i…",0.0
5637176905,Senior Staff Engineer,Plenti,"The Rocks, Sydney",,,2026-02-20,IT Jobs,"This is a Senior Staff Engineer role with Plenti based in Sydney, NSW, AU  Plenti  Role Seniority - senior More about the Senior Staff Engineer role at Plenti Who is Plenti? Plenti is a fintech lender, providing faster, fairer loans by leveraging its smart technology. Plenti is a dynamic and innovative business that is growing strongly. By continuing to deliver better customer experiences, Plenti is taking market share from incumbent players in the personal lending, renewable energy, and automo…",0.0
5637185201,Staff Software Engineer,Eucalyptus,"New South Wales, Australia",,,2026-02-20,IT Jobs,"This is a Staff Software Engineer role with Eucalyptus based in NSW, AU  Eucalyptus  Role Seniority - mid level More about the Staff Software Engineer role at Eucalyptus Location of position: Sydney, Australia Employment Type: Full Time About Euc We’re making good health last a lifetime More than 1 billion people globally live with obesity — a major leading indicator of many preventable chronic diseases such as diabetes and heart disease. Eucalyptus (or 'Euc' for short) is the company behind Ju…",0.0
5637219378,Senior Mechanical Engineer,SunDrive,"Kurnell, Sutherland Area",,,2026-02-20,Engineering Jobs,"This is a Senior Mechanical Engineer role with SunDrive based in Kurnell, NSW, AU  SunDrive  Role Seniority - senior More about the Senior Mechanical Engineer role at SunDrive About Us SunDrive is an Australian solar technology company turning world-leading science into real-world impact. Founded in a Sydney garage in 2015, when our co-founder Vince Allen paused his PhD to pursue a bold idea, we set out to make solar more powerful, affordable, and sustainable. Today, that same drive fuels a com…",0.0
5640841553,Principal Software Engineer,Schneider Electric,"North Ryde, Ryde Area",,,2026-02-22,IT Jobs,"This is a Principal Software Engineer role with Schneider Electric based in Macquarie Park, NSW, AU  Schneider Electric  Role Seniority - senior More about the Principal Software Engineer role at Schneider Electric Principal Software Engineer Location: Sydney, Australia (Hybrid) Company: Schneider Electric Job Type: Full-Time About the Role Schneider Electric is accelerating the future of energy through intelligent, software‑driven systems. As a global leader in energy management and automation…",0.0
5637214324,Senior Digital Engineer,Macquarie University,"North Ryde, Ryde Area",,,2026-02-20,Engineering Jobs,"This is a Senior Digital Engineer role with Macquarie University based in North Ryde, NSW, AU  Macquarie University  Role Seniority - senior More about the Senior Digital Engineer role at Macquarie University PRIMARY DETAIL • Competitive salary commensurate with skills and experience. • Full Time role, fixed term role to 31st of December 2026 • Work collaboratively within a high-performing team Macquarie University is seeking a talented and experienced Senior Digital Engineer to guide and suppo…",0.0
5637167235,Lead/Senior Engineer,ASX,"The Rocks, Sydney",,,2026-02-20,IT Jobs,"This is a Lead/Senior Engineer role with ASX based in Sydney, NSW, AU  ASX  Role Seniority - senior More about the Lead/Senior Engineer role at ASX ASX: Powering Australia's financial markets Why join the ASX? When you join ASX, you’re joining a company with a strong purpose – to power a stronger economic future by enabling a fair and dynamic marketplace for all. In your new role, you’ll be part of a leading global securities exchange with a strong brand. We are known for being a trusted market…",0.0
